owner,token_id,listed,price,expired
stars1tghgz0mvgpsxtyr8t8u8unlqd95fqxfwhj0zgs,1218,false,0,false
stars1xyu2q4zz0sawqpvhkl2p0279d7hd8uz7fd6kzt,1277,false,0,false
stars1q0tfewa60enuu8utyjs9w7um58njhd7fpjvryq,1263,false,0,false
stars1q2ajpdysq8g4lswr9erm68862ynpv7cxrlyzpg,1291,false,0,false
stars1rqx7h77w3gjvwxekg6uecnfsxjdz98hpu7uvj9,1255,false,0,false
stars1qhupt8fkzxqz9dkgrr9afc3w58ls89qewrraad,1294,true,60000000000,false
stars1v6eyyvqltyyn28vcx5wrv5artueq6atz63u273,1232,false,0,false
stars1c0alnmdraq35ds7v7k4fcm3322dx6v7y30ntvg,1286,false,0,false
stars1vcrzezdkzqga9ns6x26pyj6plxus2gwmwqh4er,1246,false,0,false
stars13g9aza50mtj8urmgadqr26678ppt29prmqe5y8,1318,false,0,false
stars1fpssq72xh5a68y4xr3eez8c8ehn57h0cvd0p55,1215,false,0,false
stars1d0dgkpdudvvxq9h2hu2lnt6zkqqxy4wkuqkezg,1306,false,0,false
stars1qk0muecs0g5se4smdr83wdzs5x0k44mm9qszgg,1299,false,0,false
stars10l56qdud5g6qt3pzywy65urm9cle0mx7aur6zd,1278,false,0,false
stars12vyyl4xf8x9tjzgcnl2p5t8jm6mw4uzr4censp,1219,false,0,false
stars1v97agk4gkyytpphhymqxhh3aqvvra3vve3trux,128,false,0,false
stars13stj4dcva0efyew5a9dk2ehp0zqwyv2j0l70uw,1298,true,1995000000,false
stars1d9zmnxvtfyt4fl9dlt529emx6eqd32nzvyc6fp,1317,false,0,false
stars1z5lzsy8jrljmyjnmdy7kwcmxxz5lkcse70lgwm,1284,false,0,false
stars1lwdu3chxu9l4fmvwqckl3zdv9tp99qg69agysz,1271,false,0,false
stars1qwmuq7wlspvfextwqaqs836wq48nqm3y7wwn3a,1283,false,0,false
stars1r9nmmpykgqs8y0jt23vf3626f0gpa6xny2g65u,1273,false,0,false
stars1rqx7h77w3gjvwxekg6uecnfsxjdz98hpu7uvj9,1254,false,0,false
stars1pua2ne85l4hqjs5haqtu4sez2jgr67ejdhmgt8,1265,false,0,false
stars1hg6vmq4fetd5smw8la5n0e06727j3s6y3yac36,1267,false,0,false
stars1zgm5an3z2mgg0k80eh64dmdaujk5jyp4ypcc9w,1262,true,25000000000,false
stars1jzekzshmt7hurf5j0qkprnv0tnrj9mc0ulvpdk,1327,false,0,false
stars1jzekzshmt7hurf5j0qkprnv0tnrj9mc0ulvpdk,1329,false,0,false
stars1rk6qdahk8s7e5pn7354ddfzu90qfcd8j9pnt84,1325,false,0,false
stars1lgu08ra2mdplydsjz4d765dln8lp5rmp95u049,1391,false,0,false
stars19lhtm9yrpkmnwfufl3tm30tdrchr7w3k9p6ala,1333,true,1600000000,false
stars1wahy5fj6mka5crsa5q4tpdj0juhhuty64d3ydp,1339,false,0,false
stars1lgu08ra2mdplydsjz4d765dln8lp5rmp95u049,1396,false,0,false
stars1r9nmmpykgqs8y0jt23vf3626f0gpa6xny2g65u,1322,false,0,false
stars17j30cl90haqdc9mx7d7f9ajugyucdr3yejvkzk,1404,false,0,false
